"gsis_id","full_name","position","nfl_team","sleeper_id","pfr_id","espn_id","yahoo_id"
"00-0030216","Josh Hill","TE","FA","1777","HillJo02","16143","26950"
"00-0030274","Myles White","WR","FA","1765","WhitMy00","16569","27361"
"00-0029848","Nick Williams","WR","FA","1604","WillNi02","16345","27201"
"00-0029394","Brenton Bersin","WR","FA","1742","BersBr00","15547","26096"
"00-0028411","Dontrelle Inman","WR","FA","2291","InmaDo00","14269","25120"
"00-0030247","George Winn","RB","NYG","1681","WinnGe00","16488","27312"
"00-0029668","Andrew Luck","QB","FA","1111","LuckAn00","14874","25711"
"00-0029665","Robert Griffin III","QB","FA","1169","GrifRo01","14875","25712"
"00-0029701","Ryan Tannehill","QB","FA","1049","TannRy00","14876","25718"
"00-0029677","Brandon Weeden","QB","HOU","1085","WeedBr00","14878","25732"
"00-0029567","Nick Foles","QB","FA","1029","FoleNi00","14877","25798"
"00-0029604","Kirk Cousins","QB","LVR","1166","CousKi00","14880","25812"
"00-0029234","Kellen Moore","QB","FA","1158","MoorKe02","14882","26399"
"00-0029682","Brock Osweiler","QB","FA","1126","OsweBr00","14879","25767"
"00-0029263","Russell Wilson","QB","FA","1234","WilsRu00","14881","25785"
"00-0029531","Ryan Lindley","QB","FA","1221","LindRy00","14883","25895"
"00-0029675","Trent Richardson","RB","FA","1082","RichTr00","14884","25713"
"00-0029251","David Wilson","RB","FA",,"WilsDa01","14887","25742"
"00-0029615","Lamar Miller","RB","FA","1048","MillLa01","14886","25807"
"00-0029613","Doug Martin","RB","FA","1195","MartDo00","14885","25741"
"00-0029438","Chris Polk","RB","FA","1033","PolkCh00","14889","26006"
"00-0029260","LaMichael James","RB","FA","1225","JameLa00","14890","25771"
"00-0029140","Chris Rainey","RB","FA",,"RainCh00","14896","25869"
"00-0029264","Bernard Pierce","RB","FA","1263","PierBe00","14891","25794"
"00-0029273","Robert Turbin","RB","FA","1232","TurbRo00","14894","25816"
"00-0029547","Vick Ballard","RB","FA","1106","BallVi00","14898","25880"
"00-0029298","Cyrus Gray","RB","ATL","1130","GrayCy00","14897","25892"
"00-0029626","Isaiah Pead","RB","FA","1206","PeadIs00","14888","25760"
"00-0029707","Justin Blackmon","WR","FA","1114","BlacJu00","14907","25715"
"00-0029708","Kendall Wright","WR","FA","1097","WrigKe01","14909","25730"
"00-0029638","Michael Floyd","WR","FA","1219","FloyMi00","14908","25723"
"00-0029137","Alshon Jeffery","WR","FA","1149","JeffAl00","14912","25755"
"00-0029632","Mohamed Sanu","WR","FA","1071","SanuMo00","14922","25793"
"00-0029262","Rueben Randle","WR","FA","1164","RandRu00","14911","25773"
"00-0029608","T.Y. Hilton","WR","FA","1110","HiltT.00","14924","25802"
"00-0029673","DeVier Posey","WR","FA","1104","PoseDe00","14969","25778"
"00-0029667","Nick Toon","WR","FA","1189","ToonNi00","14921","25832"
"00-0029209","Ryan Broyles","WR","FA","1154","BroyRy00","14919","25764"
"00-0029572","Jarius Wright","WR","FA","1215","WrigJa02","14918","25828"
"00-0029640","Brian Quick","WR","FA","1208","QuicBr00","14914","25743"
"00-0029614","Chris Givens","WR","FA","1201","GiveCh00","15078","25806"
"00-0029269","Travis Benjamin","WR","FA","1077","BenjTr00","15062","25810"
"00-0029293","Marvin Jones","WR","FA","1067","JoneMa02","15072","25876"
"00-0028905","Chris Owusu","WR","NYJ","7509","OwusCh00","15230","26261"
"00-0029689","Dwayne Allen","TE","FA","1105","AlleDw00","14901","25774"
"00-0029697","Coby Fleener","TE","FA","1107","FleeCo00","14900","25744"
"00-0029275","Ladarius Green","TE","FA","1139","GreeLa00","14904","25820"
"00-0028995","Stephen Hill","WR","FA","1054","HillSt00","14910","25753"
"00-0029654","A.J. Jenkins","WR","FA","1226","JenkA.00","14947","25740"
"00-0029683","Ronnie Hillman","RB","FA","1123","HillRo00","14895","25777"
"00-0029660","T.J. Graham","WR","FA","1045","GrahT.00","14920","25779"
"00-0029415","Keshawn Martin","WR","FA","1102","MartKe01","14916","25831"
"00-0029587","Rhett Ellison","TE","FA","1211","ElliRh00","15003","25838"
"00-0029590","Taylor Thompson","TE","FA","1073","ThomTa00","15067","25855"
"00-0029702","Juron Criner","WR","FA","1137","CrinJu00","15044","25878"
"00-0029141","Alfred Morris","RB","FA","1170","MorrAl00","15009","25883"
"00-0029634","James Hanna","TE","FA","1147","HannJa00","14906","25896"
"00-0029588","Dan Herron","RB","FA","1307","HerrDa00","15041","25901"
"00-0029548","LaVon Brazill","WR","FA",,"BrazLa00","15033","25916"
"00-0029580","Rishard Matthews","WR","FA","1046","MattRi00","15102","25937"
"00-0029429","Bryce Brown","RB","FA","1026","BrowBr02","15092","25939"
"00-0029311","Junior Hemingway","WR","FA","1330","HemiJu00","15029","25948"
"00-0029218","David Paulson","TE","FA","1091","PaulDa01","15043","25950"
"00-0029317","Edwin Baker","RB","FA","1324","BakeEd01","14892","25960"
"00-0029612","Daryl Richardson","RB","FA","1265","RichDa00","15111","25962"
"00-0029384","Bobby Rainey","RB","FA","1059","RainBo00","15501","26455"
"00-0029051","Jarrett Boykin","WR","FA","1173","BoykJa00","15358","26083"
"00-0029239","Brandon Bolden","RB","FA","1034","BoldBr00","15478","26389"
"00-0029119","Derek Carrier","TE","FA","1718","CarrDe00","15403","26416"
"00-0028986","Case Keenum","QB","CHI","1737","KeenCa00","15168","26483"
"00-0029435","Damaris Johnson","WR","FA","1030","JohnDa04","15624","26004"
"00-0028930","Josh Cooper","WR","FA",,"CoopJo00","15197",
"00-0029129","Rod Streater","WR","FA","1138","StreRo00","15391","26428"
"00-0029388","Deonte Thompson","WR","FA","1061","ThomDe04","15503","26456"
"00-0029664","Josh Gordon","WR","FA","1244","GordJo02","15705","26561"
"00-0029004","Lance Dunbar","RB","FA","1284","DunbLa00","15369","26064"
"00-0029000","Cole Beasley","WR","FA","1144","BeasCo00","15349","26060"
"00-0029510","Jonathan Grimes","RB","FA","1275","GrimJo01","15632","26488"
"00-0029205","Travaris Cadet","RB","FA","1185","CadeTr00","15457","26024"
"00-0029492","Jamize Olawale","RB","FA","1308","OlawJa00","15653","26535"
"00-0029033","Griff Whalen","WR","FA","1247","WhalGr00","15360","26218"
"00-0028957","Austin Davis","QB","FA","1200","DaviAu00","15187","26346"
"00-0029055","Kevin Elliott","WR","FA",,"ElliKe02","15327",
"00-0028903","Garrett Celek","TE","FA","1223","CeleGa00","15204","26253"
"00-0028307","Drew Davis","WR","FA",,"DaviDr00","14478","25324"
"00-0029159","Jermaine Kearse","WR","FA","1290","KearJe01","15428","25991"
"00-0026557","Will Ta'ufo'ou","RB","FA",,"TaufWi00","12850",
"00-0029441","Jeremy Stewart","RB","FA","1293","StewJe00","15572","26007"
"00-0028958","Cory Harkey","TE","FA","1296","HarkCo00","15226","26347"
"00-0029319","Josh Bellamy","WR","FA","1312","BellJo02","15555","26108"
"00-0029155","Mike Brown","WR","FA","1321","BrowMi00","15448","26335"
"00-0029391","Sean McGrath","TE","FA","1323","McGrSe00","15515","25992"
"00-0029601","Brandon Bostick","TE","FA","165","BostBr00","15688","26538"
"00-0029738","Darren Fells","TE","FA","1592","FellDa01","15773","26612"
"00-0029731","Fozzy Whittaker","RB","FA","1709","WhitFo00","15755","26596"
"00-0029151","Matt Simms","QB","FA","1807","SimmMa00","15407","26317"
"00-0029793","Brandon Williams","TE","FA","3653","WillBr04","16313","29901"
"00-0028838","Larry Donnell","TE","FA","1759","DonnLa00","15707","25703"
"00-0029068","Derrick Coleman","RB","FA","1716","ColeDe00","15351","26299"
"00-0029336","Brittan Golden","WR","FA","1743","GoldBr00","15564","25970"
"00-0029432","Chase Ford","TE","FA","1739","FordCh00","15647","26000"
"00-0029048","Joe Banyard","RB","FA","1236","BanyJo00","15296","26079"
"00-0027942","A.J. Green","WR","FA","830","GreeA.00","13983","24791"
"00-0027948","Blaine Gabbert","QB","FA","862","GabbBl00","13987","24797"
"00-0028012","Ryan Mallett","QB","FA","810","MallRy00","14037","24861"
"00-0027944","Julio Jones","WR","FA","947","JoneJu02","13982","24793"
"00-0027939","Cam Newton","QB","FA","954","NewtCa00","13994","24788"
"00-0027966","Mark Ingram","RB","FA","956","IngrMa01","13981","24815"
"00-0027946","Jake Locker","QB","FA",,"LockJa00","13969","24795"
"00-0027995","Mikel Leshoure","RB","FA",,"LeshMi00","14052","24844"
"00-0027964","Jon Baldwin","WR","FA",,"BaldJo00","13986","24813"
"00-0028021","Jerrel Jernigan","WR","FA",,"JernJe00","14040","24870"
"00-0027996","Torrey Smith","WR","FA","826","SmitTo02","14032","24845"
"00-0027950","Christian Ponder","QB","FA","941","PondCh00","13966","24799"
"00-0027974","Colin Kaepernick","QB","FA","980","KaepCo00","14001","24823"
"00-0027976","Ryan Williams","RB","FA","974","WillRy00","14051","24825"
"00-0028000","Daniel Thomas","RB","FA","806","ThomDa03","14056","24849"
"00-0028083","Jacquizz Rodgers","RB","FA","949","RodgJa00","14193","24932"
"00-0028121","Jordan Todman","RB","FA","895","TodmJo00","14186","24970"
"00-0028009","DeMarco Murray","RB","FA","904","MurrDe00","14005","24858"
"00-0027994","Shane Vereen","RB","FA","814","VereSh00","14017","24843"
"00-0028057","Delone Carter","RB","FA",,"CartDe01","14077","24906"
"00-0028053","Kendall Hunter","RB","FA","978","HuntKe00","14159","24902"
"00-0028017","Leonard Hankerson","WR","FA","914","HankLe00","14021","24866"
"00-0028002","Randall Cobb","WR","FA","928","CobbRa00","14053","24851"
"00-0027982","Titus Young","WR","FA",,"YounTi00","14034","24831"
"00-0028061","Tandon Doss","WR","FA","822","DossTa00","14190","24910"
"00-0028016","Austin Pettis","WR","FA","966","PettAu00","14035","24865"
"00-0027981","Kyle Rudolph","TE","FA","943","RudoKy00","14054","24830"
"00-0027973","Andy Dalton","QB","PHI","829","DaltAn00","14012","24822"
"00-0027985","Lance Kendricks","TE","FA","964","KendLa00","14007","24834"
"00-0027997","Greg Little","WR","FA","835","LittGr00","14024","24846"
"00-0028007","Robert Housler","TE","FA","971","HousRo01","14009","24856"
"00-0028011","Stevan Ridley","RB","FA","811","RidlSt00","14028","24860"
"00-0028020","Vincent Brown","WR","FA","891","BrowVi00","14027","24869"
"00-0028034","Alex Green","RB","FA",,"GreeAl00","14055","24883"
"00-0028040","Jordan Cameron","TE","FA","833","CameJo00","14189","24889"
"00-0028042","Luke Stocker","TE","FA","963","StocLu00","14099","24891"
"00-0028043","Roy Helu","RB","FA","915","HeluRo00","14192","24892"
"00-0028045","Kris Durham","WR","FA","990","DurhKr00","14095","24894"
"00-0028050","Greg Salas","WR","FA","968","SalaGr00","14106","24899"
"00-0028052","Cecil Shorts","WR","FA","866","ShorCe00","14184","24901"
"00-0028063","Taiwan Jones","RB","FA","886","JoneTa00","14167","24912"
"00-0028064","Bilal Powell","RB","FA","818","PoweBi00","14129","24913"
"00-0028067","Julius Thomas","TE","FA","874","ThomJu00","14204","24916"
"00-0028074","Anthony Sherman","RB","FA","973","SherAn00","14135","24923"
"00-0028086","Denarius Moore","WR","FA","887","MoorDe02","14153","24935"
"00-0028087","Dion Lewis","RB","FA","788","LewiDi00","14198","24936"
"00-0028090","T.J. Yates","QB","FA","857","YateT.00","14114","24939"
"00-0028091","Jeremy Kerley","WR","FA","817","KerlJe00","14151","24940"
"00-0028093","Niles Paul","TE","FA","918","PaulNi00","14156","24942"
"00-0028097","Lee Smith","TE","FA","812","SmitLe00","14215","24946"
"00-0028112","Charles Clay","TE","FA","801","ClayCh00","14145","24961"
"00-0028114","Dwayne Harris","WR","FA","902","HarrDw00","14100","24963"
"00-0028115","Evan Royster","RB","FA","920","RoysEv00","14105","24964"
"00-0028116","Aldrick Robinson","WR","FA","919","RobiAl00","14164","24965"
"00-0028118","Tyrod Taylor","QB","GBP","827","TaylTy00","14163","24967"
"00-0028142","Virgil Green","TE","FA","868","GreeVi00","14085","24991"
"00-0028146","Greg McElroy","QB","CIN",,"McElGr00","14101",
"00-0028149","Bruce Miller","TE","FA","982","MillBr02","14083","24998"
"00-0028159","Da'Rel Scott","RB","FA",,"ScotDa01","14087","25008"
"00-0028170","Baron Batch","RB","FA",,"BatcBa00","14065",
"00-0028174","Stephen Burton","WR","FA",,"BurtSt00","14210","25023"
"00-0028178","Stanley Havili","RB","FA",,"HaviSt00","14104",
"00-0028400","Armon Binns","WR","FA","860","BinnAr00","14223","25107"
"00-0028442","Ricardo Lockette","WR","FA","992","LockRi00","14280","25106"
"00-0028352","Dane Sanzenbacher","WR","FA",,"SanzDa00","14304","25151"
"00-0028595","Scott Tolzien","QB","FA","896","TolzSc00","14353","25171"
"00-0028825","Terrelle Pryor","WR","FA","1020","PryoTe00","14851","25681"
"00-0028542","Lestar Jean","WR","FA",,"JeanLe01","14570","25525"
"00-0028613","Phillip Tanner","RB","FA","906","TannPh00","14625","25444"
"00-0028532","Joseph Morgan","WR","FA","958","MorgJo01","14424","25290"
"00-0028434","Doug Baldwin","WR","FA","988","BaldDo00","14221","25105"
"00-0028409","DuJuan Harris","RB","FA","863","HarrDu01","14255","25117"
"00-0027918","Andrew Hawkins","WR","FA","831","HawkAn00","13958","24774"
"00-0028497","Kamar Aiken","WR","FA","794","AikeKa00","14583","25379"
"00-0028263","Andre Holmes","WR","FA","940","HolmAn00","14403","25234"
"00-0028565","Armando Allen","RB","FA",,"AlleAr00","14358",
"00-0028202","Shaun Draughn","RB","FA","913","DrauSh00","14518","25481"
"00-0028606","Kerry Taylor","WR","FA",,"TaylKe00","14561",
"00-0028249","Jeremy Ross","WR","FA","1306","RossJe01","14500","25312"
"00-0028237","Chris Hogan","WR","FA","1329","HogaCh00","14402","25178"
"00-0028736","William Powell","RB","FA",,"PoweWi00","14432",
"00-0028198","Matt Asiata","RB","FA","936","AsiaMa00","14360","25238"
"00-0028841","Will Johnson","RB","NYG","1250","JohnWi00","14870","25706"
"00-0028416","Richard Murphy","RB","FA",,"MurpRi00","14294",
"00-0028581","Patrick DiMarco","RB","FA","1305","DiMaPa00","14332","25158"
"00-0029534","Cooper Helfet","TE","OAK","1715","HelfCo00","15670","26518"
"00-0027816","Marc Mariani","WR","FA","539","MariMa00","13409","24198"
"00-0027819","Dorin Dickerson","TE","TEN","542","DickDo00","13353","24203"
"00-0027825","Jim Dray","TE","FA","626","DrayJi00","13357","24208"
"00-0027844","Erik Lorig","RB","FA","747","LoriEr99","13407","24229"
"00-0027218","Joique Bell","RB","FA","736","BellJo01","13536","24262"
"00-0026745","Curtis Brinkley","RB","FA",,"BrinCu00","12764","23971"
"00-0027322","David Nelson","WR","PIT","506","NelsDa01","13621","24272"
"00-0027531","Chris Ivory","RB","FA","717","IvorCh00","13587","24400"
"00-0027265","Victor Cruz","WR","FA","719","CruzVi00","13553","24553"
"00-0027912","Danario Alexander","WR","FA",,"AlexDa00","13935","24757"
"00-0027356","Marlon Moore","WR","FA","511","MoorMa02","13616","24280"
"00-0027253","Thaddeus Lewis","QB","FA","1022","LewiTh01","13606","24311"
"00-0027518","Donald Jones","WR","FA",,"JoneDo00","13597","24270"
"00-0027450","Preston Parker","WR","FA","620","ParkPr00","13703","24373"
"00-0027215","Logan Paulsen","TE","FA","587","PaulLo00","13726","24608"
"00-0027321","Jeff Cumberland","TE","FA","521","CumbJe00","13555","24303"
"00-0027346","Alfonso Smith","RB","FA",,"SmitAl22","13642","24287"
"00-0027595","Bryan Walters","WR","FA","1009","WaltBr00","13662","24436"
"00-0027925","James Develin","RB","FA","1303","DeveJa00","13940","24760"
"00-0027581","Seyi Ajirotutu","WR","PHI","570","AjirSe00","13524","24435"
"00-0027854","Sam Bradford","QB","FA","621","BradSa00","13197","23976"
"00-0027659","Jimmy Clausen","QB","FA","611","ClauJi00","13198","24023"
"00-0027861","C.J. Spiller","RB","FA","507","SpilC.00","13203","23984"
"00-0027902","Dez Bryant","WR","FA","574","BryaDe01","13215","23999"
"00-0027713","Aaron Hernandez","XX","FA",,"HernAa00","13230","24088"
"00-0027891","Golden Tate","WR","FA","642","TateGo00","13217","24035"
"00-0027786","Jonathan Dwyer","RB","FA",,"DwyeJo00","13206","24164"
"00-0027873","Jermaine Gresham","TE","FA","530","GresJe00","13228","23996"
"00-0027681","Brandon LaFell","WR","FA","613","LaFeBr00","12576","24053"
"00-0027864","Ryan Mathews","RB","FA","571","MathRy00","13204","23987"
"00-0027893","Damian Williams","WR","FA","541","WillDa04","13219","24052"
"00-0027651","Dexter McCluster","RB","FA","564","McClDe00","13207","24011"
"00-0027876","Tim Tebow","TE","FA","559","TeboTi00","13200","24000"
"00-0027709","Jacoby Ford","WR","FA","567","FordJa01","13363","24083"
"00-0027888","Toby Gerhart","RB","FA","604","GerhTo00","13211","24026"
"00-0027690","Eric Decker","WR","FA","558","DeckEr00","13271","24062"
"00-0027874","Demaryius Thomas","WR","FA","560","ThomDe03","13216","23997"
"00-0027712","Joe McKnight","RB","FA","523","McKnJo00","13209","24087"
"00-0027325","LeGarrette Blount","RB","FA","730",,"13213","24318"
"00-0027688","Colt McCoy","QB","FA","533","McCoCo00","13199","24060"
"00-0027687","Jordan Shipley","WR","FA",,"ShipJo00","12594","24059"
"00-0027656","Rob Gronkowski","TE","FA","515","GronRo00","13229","24017"
"00-0027890","Ben Tate","RB","FA","1004","TateBe00","13210","24033"
"00-0027666","Montario Hardesty","RB","FA",,"HardMo00","13208","24034"
"00-0027675","Ed Dickson","TE","FA","701","DickEd00","13272","24045"
"00-0027685","Emmanuel Sanders","WR","FA","538","SandEm00","13295","24057"
"00-0027691","Andre Roberts","WR","FA","627","RobeAn00","13226","24063"
"00-0027695","Tony Moeaki","TE","FA","565","MoeaTo00","13289","24068"
"00-0027696","Jimmy Graham","TE","FA","616","GrahJi00","13232","24070"
"00-0027702","Mike Williams","WR","FA","748","WillMi04","13489","24076"
"00-0027714","Dennis Pitta","TE","FA","527","PittDe00","13231","24089"
"00-0027718","Garrett Graham","TE","FA","543","GrahGa00","13371","24093"
"00-0027725","Clay Harbor","TE","NOS","584","HarbCl00","13376","24100"
"00-0027732","Michael Hoomanawanui","TE","FA","622","HoomMi00","13387","24108"
"00-0027753","Andrew Quarless","TE","FA","601","QuarAn00","13440","24130"
"00-0027754","John Skelton","QB","FA",,"SkelJo00","13458","24131"
"00-0027758","Riley Cooper","WR","FA","582","CoopRi00","13225","24135"
"00-0027772","Anthony Dixon","RB","FA","727","DixoAn00","13212","24149"
"00-0027783","Anthony McCoy","TE","FA","640","McCoAn00","13414","24161"
"00-0027791","James Starks","RB","FA","762","StarJa00","13214","24169"
"00-0027793","Antonio Brown","WR","FA","536","BrowAn04","13934","24171"
"00-0027796","Joe Webb","QB","FA","606","WebbJo00","13484","24175"
"00-0027608","Kyle Williams","WR","DEN","638","WillKy01","13488","24182"
"00-0026855","Antone Smith","RB","FA","609","SmitAn01","13158","9707"
"00-0026852","Darrel Young","RB","FA","682","YounDa01","13097","9666"
"00-0026986","Michael Crabtree","WR","FA","455","CrabMi00","12563","9274"
"00-0026898","Mark Sanchez","QB","FA","350","SancMa00","12482","9269"
"00-0026498","Matthew Stafford","QB","LAR","421","StafMa00","12483","9265"
"00-0026995","Jeremy Maclin","WR","FA","411","MaclJe00","12579","9283"
"00-0026988","Knowshon Moreno","RB","FA","387","MoreKn00","12516","9276"
"00-0027007","Beanie Wells","RB","FA",,"WellCh00","12525",
"00-0026998","Percy Harvin","WR","FA","429","HarvPe00","12569","9286"
"00-0026996","Brandon Pettigrew","TE","FA","465","PettBr00","12549","9284"
"00-0027029","LeSean McCoy","RB","FA","676","McCoLe01","12514","9317"
"00-0027005","Hakeem Nicks","WR","FA","474","NickHa01","12586","9293"
"00-0026983","Darrius Heyward-Bey","WR","FA","394","HeywDa00","12570","9271"
"00-0027069","Chase Coffman","TE","FA","352","CoffCh00","12536","9362"
"00-0027003","Donald Brown","RB","FA","377","BrowDo00","12489","9291"
"00-0026899","Shonn Greene","RB","FA","348","GreeSh00","12500","9329"
"00-0026993","Josh Freeman","QB","FA","448","FreeJo00","12473","9281"
"00-0027006","Kenny Britt","WR","FA","366","BritKe00","12556","9294"
"00-0027061","Jared Cook","TE","FA","367","CookJa02","12537","9353"
"00-0027109","James Casey","TE","FA","372","CaseJa00","12535","9416"
"00-0027026","Mohamed Massaquoi","WR","FA",,"MassMo00","12581","9314"
"00-0027057","Brandon Tate","WR","FA","346","TateBr00","12597","9347"
"00-0026901","Mike Wallace","WR","FA","365","WallMi00","12601","9348"
"00-0026902","Ramses Barden","WR","FA",,"BardRa00","12555","9349"
"00-0027076","Mike Thomas","WR","FA",,"ThomMi01","12598","9371"
"00-0027077","Brian Hartline","WR","FA","339","HartBr00","12568","9372"
"00-0027080","Mike Goodson","RB","FA",,"GoodMi00","12499","9375"
"00-0027089","Louis Murphy","WR","FA","396","MurpLo00","12585","9388"
"00-0027094","Andre Brown","RB","FA",,"BrowAn03","12490","9393"
"00-0027125","Zach Miller","TE","FA","749","MillZa02","12699","9444"
"00-0026931","Bear Pascoe","TE","NEP","502","PascBe00","12548","9448"
"00-0026932","Cedric Peerman","RB","CIN","659","PeerCe00","12519","9449"
"00-0026937","Brandon Gibson","WR","NEP","496","GibsBr00","12567","9458"
"00-0027135","Brandon Myers","TE","FA","397","MyerBr00","12705","9466"
"00-0027139","John Phillips","TE","FA","406","PhilJo00","12550","9472"
"00-0027140","Chris Ogbonnaya","RB","FA","454","OgboCh00","12517","9475"
"00-0027150","Julian Edelman","WR","FA","344","EdelJu00","12649","9496"
"00-0026956","LaRod Stephens-Howling","RB","FA",,"StepLa00","12730","9504"
"00-0026957","David Johnson","TE","FA","362","JohnDa05","12506","9505"
"00-0027155","Rashad Jennings","RB","FA","380","JennRa00","12503","9514"
"00-0027156","Tiquan Underwood","WR","FA",,"UndeTi00","12600","9517"
"00-0026796","Arian Foster","RB","FA","669","FostAr00","12497","9527"
"00-0026780","Kevin Ogletree","WR","FA","405","OgleKe00","12588","9534"
"00-0026566","Isaac Redman","RB","FA",,"RedmIs20","12898","9674"
"00-0026544","Chase Daniel","QB","FA","490","DaniCh00","12471","9678"
"00-0026625","Brian Hoyer","QB","FA","345","HoyeBr00","12477","9547"
"00-0026579","Kahlil Bell","RB","FA",,"BellKa00","12488","9701"
"00-0026739","Jordan Norwood","WR","FA","769","NorwJo00","12587","9705"
"00-0026173","Donnie Avery","WR","FA","104","AverDo00","11267","8810"
"00-0026201","Martellus Bennett","TE","FA","40","BennMa00","11295","8838"
"00-0026237","Andre Caldwell","WR","FA","148","CaldAn00","11331","8874"
"00-0026178","John Carlson","TE","FA","143","CarlJo00","11272","8815"
"00-0026213","Jamaal Charles","RB","FA","323","CharJa00","11307","8850"
"00-0026188","Fred Davis","TE","FA","98","DaviFr01","11282","8825"
"00-0026221","Early Doucet","WR","FA",,"DoucEa00","11315","8858"
"00-0026158","Joe Flacco","QB","CIN","19","FlacJo00","11252","8795"
"00-0026197","Chad Henne","QB","FA","89","HennCh01","11291","8834"
"00-0026189","DeSean Jackson","WR","FA","147","JackDe00","11283","8826"
"00-0026164","Chris Johnson","RB","FA","272","JohnCh04","11258","8801"
"00-0026162","Felix Jones","RB","FA","291","JoneFe00","11256","8799"
"00-0026170","Dustin Keller","TE","FA","315","KellDu00","11264","8807"
"00-0026235","Mario Manningham","WR","FA","68","MannMa01","11329","8872"
"00-0026144","Darren McFadden","RB","FA","326","McFaDa00","11238","8781"
"00-0026163","Rashard Mendenhall","RB","FA","145","MendRa00","11257","8800"
"00-0026195","Ray Rice","RB","FA","16","RiceRa00","11289","8832"
"00-0026143","Matt Ryan","QB","FA","24","RyanMa00","11237","8780"
"00-0026153","Jonathan Stewart","RB","FA","218","StewJo00","11247","8790"
"00-0026176","Jordy Nelson","WR","FA","175","NelsJo00","11270","8813"
"00-0026182","Eddie Royal","WR","FA","297","RoyaEd00","11276","8819"
"00-0026184","Matt Forte","RB","FA","103","FortMa00","11278","8821"
"00-0026186","Jerome Simpson","WR","FA","321","SimpJe00","11280","8823"
"00-0026204","Kevin Smith","RB","FA",,"SmitKe02","11298","8841"
"00-0026210","Earl Bennett","WR","FA","415","BennEa00","11304","8847"
"00-0026224","Harry Douglas","WR","FA","247","DougHa00","11318","8861"
"00-0026225","Craig Stevens","TE","FA","8079","StevCr00","11319","8862"
"00-0026231","Jermichael Finley","TE","FA",,"FinlJe00","11325","8868"
"00-0026262","Tashard Choice","RB","FA","66","ChoiTa00","11359","8902"
"00-0026267","Jacob Tamme","TE","FA","32","TammJa00","11373","8916"
"00-0026281","Gary Barnidge","TE","FA","176","BarnGa01","11364","8907"
"00-0026286","Jerome Felton","RB","FA","25","FeltJe00","11369","8912"
"00-0026289","Tim Hightower","RB","FA","83","HighTi00","11383","8926"
"00-0026298","Kellen Davis","TE","FA","328","DaviKe01","11392","8935"
"00-0026300","Josh Johnson","QB","CIN","260","JohnJo05","11394","8937"
"00-0026314","Josh Morgan","WR","FA","222","MorgJo00","11408","8951"
"00-0026316","Jalen Parmele","RB","FA","479","ParmJa00","11410","8953"
"00-0026345","Pierre Garcon","WR","FA","269","GarcPi00","11439","8982"
"00-0026349","Matt Flynn","QB","NOS","144","FlynMa00","11443","8986"
"00-0026364","Stevie Johnson","WR","FA","108","JohnSt00","11458","9001"
"00-0026366","Chaz Schilens","WR","FA",,"SchiCh00","11460","9003"
"00-0026367","Peyton Hillis","RB","FA","660","HillPe00","11461","900035"
"00-0026373","Justin Forsett","RB","FA","458","ForsJu00","11467","9010"
"00-0026000","Davone Bess","WR","FA",,"BessDa00","11678","9030"
"00-0026035","Danny Amendola","WR","FA","491","AmenDa00","11674","9037"
"00-0026069","Mike Tolbert","RB","FA","182","TolbMi00","11658","9043"
"00-0025860","BenJarvus Green-Ellis","RB","FA*","5820","GreeBe00","11754","900039"
"00-0026072","Jed Collins","RB","FA","1015","CollJe01","11517",
"00-0026432","Lance Ball","RB","FA",,"BallLa00","11912","9080"
"00-0026019","Danny Woodhead","RB","FA","735","WoodDa02","11788","9560"
"00-0026393","Marcel Reece","RB","FA","126","ReecMa00","11717","9158"
"00-0025389","Calvin Johnson","WR","FA","240","JohnCa00","10447","8256"
"00-0025394","Adrian Peterson","RB","FA","184","PeteAd01","10452","8261"
"00-0025409","Brady Quinn","QB","FA","671","QuinBr00","10466","8276"
"00-0025410","Dwayne Bowe","WR","FA","286","BoweDw00","10467","8277"
"00-0025399","Marshawn Lynch","RB","FA","745","LyncMa00","10456","8266"
"00-0025396","Ted Ginn Jr.","WR","FA","695","GinnTe00","10453","8263"
"00-0025431","Sidney Rice","WR","FA","14","RiceSi01","10488","8298"
"00-0025414","Robert Meachem","WR","FA*","230","MeacRo00","10471","8281"
"00-0025425","Zach Miller","TE","FA","171","MillZa01","10482","8292"
"00-0025487","Michael Bush","RB","FA",,"BushMi00","10544","8354"
"00-0025418","Greg Olsen","TE","FA","58","OlseGr00","10475","8285"
"00-0025438","Steve Smith","WR","FA",,"SmitSt02","10495","8305"
"00-0025439","Brian Leonard","RB","FA","355","LeonBr00","10496","8306"
"00-0025430","Drew Stanton","QB","FA","181","StanDr00","10487","8297"
"00-0025516","Scott Chandler","TE","FA","768","ChanSc00","10572","8383"
"00-0025423","Kevin Kolb","QB","FA","278","KolbKe00","10480","8290"
"00-0025460","Jacoby Jones","WR","FA","203","JoneJa03","10517","8327"
"00-0025462","Laurent Robinson","WR","FA",,"RobiLa01","10519","8329"
"00-0025465","James Jones","WR","FA","253","JoneJa04","10522","8332"
"00-0025524","Le'Ron McClain","RB","FA","121","McClLe00","10580","8391"
"00-0025542","Dante Rosario","TE","FA","86","RosaDa00","10598","8409"
"00-0025549","Brent Celek","TE","FA","221","CeleBr00","10605","8416"
"00-0025631","Jason Snelling","RB","FA","215","SnelJa00","10687","8498"
